Year,Sex,Age Group,Aboriginal status,Region,Population
1999,Female,50-,Non-Aboriginal,Greater Darwin,2663
1999,Female,55-,Non-Aboriginal,Greater Darwin,1678
1999,Female,60-,Non-Aboriginal,Greater Darwin,909
1999,Female,65-,Non-Aboriginal,Greater Darwin,637
1999,Female,70-,Non-Aboriginal,Greater Darwin,458
1999,Female,75-,Non-Aboriginal,Greater Darwin,299
1999,Female,80-,Non-Aboriginal,Greater Darwin,170
1999,Female,85+,Non-Aboriginal,Greater Darwin,113
2000,Male,0-,Aboriginal,Greater Darwin,680
2000,Male,5-,Aboriginal,Greater Darwin,689
2000,Male,10-,Aboriginal,Greater Darwin,703
2000,Male,15-,Aboriginal,Greater Darwin,585
2000,Male,20-,Aboriginal,Greater Darwin,429
2000,Male,25-,Aboriginal,Greater Darwin,466
2000,Male,30-,Aboriginal,Greater Darwin,433
2000,Male,35-,Aboriginal,Greater Darwin,380
2000,Male,40-,Aboriginal,Greater Darwin,306
2000,Male,45-,Aboriginal,Greater Darwin,255
2000,Male,50-,Aboriginal,Greater Darwin,166
2000,Male,55-,Aboriginal,Greater Darwin,100
2000,Male,60-,Aboriginal,Greater Darwin,58
2000,Male,65-,Aboriginal,Greater Darwin,34
2000,Male,70-,Aboriginal,Greater Darwin,33
2000,Male,75-,Aboriginal,Greater Darwin,9
2000,Male,80-,Aboriginal,Greater Darwin,2
2000,Male,85+,Aboriginal,Greater Darwin,4
2000,Male,0-,Non-Aboriginal,Greater Darwin,3770
2000,Male,5-,Non-Aboriginal,Greater Darwin,3614
2000,Male,10-,Non-Aboriginal,Greater Darwin,3405
2000,Male,15-,Non-Aboriginal,Greater Darwin,3411
2000,Male,20-,Non-Aboriginal,Greater Darwin,4114
2000,Male,25-,Non-Aboriginal,Greater Darwin,4981
2000,Male,30-,Non-Aboriginal,Greater Darwin,4793
2000,Male,35-,Non-Aboriginal,Greater Darwin,4734
2000,Male,40-,Non-Aboriginal,Greater Darwin,4260
2000,Male,45-,Non-Aboriginal,Greater Darwin,4023
2000,Male,50-,Non-Aboriginal,Greater Darwin,3618
2000,Male,55-,Non-Aboriginal,Greater Darwin,2522
2000,Male,60-,Non-Aboriginal,Greater Darwin,1591
2000,Male,65-,Non-Aboriginal,Greater Darwin,925
2000,Male,70-,Non-Aboriginal,Greater Darwin,667
2000,Male,75-,Non-Aboriginal,Greater Darwin,316
2000,Male,80-,Non-Aboriginal,Greater Darwin,142
2000,Male,85+,Non-Aboriginal,Greater Darwin,117
2000,Female,0-,Aboriginal,Greater Darwin,588
2000,Female,5-,Aboriginal,Greater Darwin,581
2000,Female,10-,Aboriginal,Greater Darwin,588
2000,Female,15-,Aboriginal,Greater Darwin,513
2000,Female,20-,Aboriginal,Greater Darwin,394
2000,Female,25-,Aboriginal,Greater Darwin,397
2000,Female,30-,Aboriginal,Greater Darwin,406
2000,Female,35-,Aboriginal,Greater Darwin,366
2000,Female,40-,Aboriginal,Greater Darwin,289
2000,Female,45-,Aboriginal,Greater Darwin,242
2000,Female,50-,Aboriginal,Greater Darwin,178
2000,Female,55-,Aboriginal,Greater Darwin,107
2000,Female,60-,Aboriginal,Greater Darwin,68
2000,Female,65-,Aboriginal,Greater Darwin,54
2000,Female,70-,Aboriginal,Greater Darwin,39
2000,Female,75-,Aboriginal,Greater Darwin,23
2000,Female,80-,Aboriginal,Greater Darwin,15
2000,Female,85+,Aboriginal,Greater Darwin,2
2000,Female,0-,Non-Aboriginal,Greater Darwin,3574
2000,Female,5-,Non-Aboriginal,Greater Darwin,3412
2000,Female,10-,Non-Aboriginal,Greater Darwin,3152
2000,Female,15-,Non-Aboriginal,Greater Darwin,3101
2000,Female,20-,Non-Aboriginal,Greater Darwin,3480
2000,Female,25-,Non-Aboriginal,Greater Darwin,4616
2000,Female,30-,Non-Aboriginal,Greater Darwin,4424
2000,Female,35-,Non-Aboriginal,Greater Darwin,4337
2000,Female,40-,Non-Aboriginal,Greater Darwin,3922
2000,Female,45-,Non-Aboriginal,Greater Darwin,3592
2000,Female,50-,Non-Aboriginal,Greater Darwin,2827
2000,Female,55-,Non-Aboriginal,Greater Darwin,1824
2000,Female,60-,Non-Aboriginal,Greater Darwin,984
2000,Female,65-,Non-Aboriginal,Greater Darwin,673
2000,Female,70-,Non-Aboriginal,Greater Darwin,474
2000,Female,75-,Non-Aboriginal,Greater Darwin,302
2000,Female,80-,Non-Aboriginal,Greater Darwin,195
2000,Female,85+,Non-Aboriginal,Greater Darwin,132
2001,Male,0-,Aboriginal,Greater Darwin,704
2001,Male,5-,Aboriginal,Greater Darwin,721
2001,Male,10-,Aboriginal,Greater Darwin,744
2001,Male,15-,Aboriginal,Greater Darwin,600
2001,Male,20-,Aboriginal,Greater Darwin,442
2001,Male,25-,Aboriginal,Greater Darwin,455
2001,Male,30-,Aboriginal,Greater Darwin,460
2001,Male,35-,Aboriginal,Greater Darwin,393
2001,Male,40-,Aboriginal,Greater Darwin,329
2001,Male,45-,Aboriginal,Greater Darwin,270
2001,Male,50-,Aboriginal,Greater Darwin,186
2001,Male,55-,Aboriginal,Greater Darwin,109
2001,Male,60-,Aboriginal,Greater Darwin,64
2001,Male,65-,Aboriginal,Greater Darwin,37
2001,Male,70-,Aboriginal,Greater Darwin,37
2001,Male,75-,Aboriginal,Greater Darwin,10
2001,Male,80-,Aboriginal,Greater Darwin,3
2001,Male,85+,Aboriginal,Greater Darwin,5
2001,Male,0-,Non-Aboriginal,Greater Darwin,3770
2001,Male,5-,Non-Aboriginal,Greater Darwin,3625
2001,Male,10-,Non-Aboriginal,Greater Darwin,3490
2001,Male,15-,Non-Aboriginal,Greater Darwin,3367
2001,Male,20-,Non-Aboriginal,Greater Darwin,4086
2001,Male,25-,Non-Aboriginal,Greater Darwin,4797
2001,Male,30-,Non-Aboriginal,Greater Darwin,4854
2001,Male,35-,Non-Aboriginal,Greater Darwin,4683
2001,Male,40-,Non-Aboriginal,Greater Darwin,4388
2001,Male,45-,Non-Aboriginal,Greater Darwin,4023
2001,Male,50-,Non-Aboriginal,Greater Darwin,3770
2001,Male,55-,Non-Aboriginal,Greater Darwin,2633
2001,Male,60-,Non-Aboriginal,Greater Darwin,1780
2001,Male,65-,Non-Aboriginal,Greater Darwin,986
2001,Male,70-,Non-Aboriginal,Greater Darwin,724
2001,Male,75-,Non-Aboriginal,Greater Darwin,345
2001,Male,80-,Non-Aboriginal,Greater Darwin,150
2001,Male,85+,Non-Aboriginal,Greater Darwin,127
2001,Female,0-,Aboriginal,Greater Darwin,614
2001,Female,5-,Aboriginal,Greater Darwin,610
2001,Female,10-,Aboriginal,Greater Darwin,613
2001,Female,15-,Aboriginal,Greater Darwin,531
2001,Female,20-,Aboriginal,Greater Darwin,395
2001,Female,25-,Aboriginal,Greater Darwin,395
2001,Female,30-,Aboriginal,Greater Darwin,426
2001,Female,35-,Aboriginal,Greater Darwin,375
2001,Female,40-,Aboriginal,Greater Darwin,308
2001,Female,45-,Aboriginal,Greater Darwin,252
2001,Female,50-,Aboriginal,Greater Darwin,199
2001,Female,55-,Aboriginal,Greater Darwin,117
2001,Female,60-,Aboriginal,Greater Darwin,77
2001,Female,65-,Aboriginal,Greater Darwin,57
2001,Female,70-,Aboriginal,Greater Darwin,42
2001,Female,75-,Aboriginal,Greater Darwin,25
2001,Female,80-,Aboriginal,Greater Darwin,17
2001,Female,85+,Aboriginal,Greater Darwin,3
2001,Female,0-,Non-Aboriginal,Greater Darwin,3625
2001,Female,5-,Non-Aboriginal,Greater Darwin,3413
2001,Female,10-,Non-Aboriginal,Greater Darwin,3206
2001,Female,15-,Non-Aboriginal,Greater Darwin,3084
2001,Female,20-,Non-Aboriginal,Greater Darwin,3427
2001,Female,25-,Non-Aboriginal,Greater Darwin,4446
2001,Female,30-,Non-Aboriginal,Greater Darwin,4544
2001,Female,35-,Non-Aboriginal,Greater Darwin,4293
2001,Female,40-,Non-Aboriginal,Greater Darwin,4019
2001,Female,45-,Non-Aboriginal,Greater Darwin,3645
2001,Female,50-,Non-Aboriginal,Greater Darwin,3056
2001,Female,55-,Non-Aboriginal,Greater Darwin,1928
2001,Female,60-,Non-Aboriginal,Greater Darwin,1107
2001,Female,65-,Non-Aboriginal,Greater Darwin,701
2001,Female,70-,Non-Aboriginal,Greater Darwin,506
2001,Female,75-,Non-Aboriginal,Greater Darwin,316
2001,Female,80-,Non-Aboriginal,Greater Darwin,220
2001,Female,85+,Non-Aboriginal,Greater Darwin,153
2002,Male,0-,Aboriginal,Greater Darwin,731
2002,Male,5-,Aboriginal,Greater Darwin,729
2002,Male,10-,Aboriginal,Greater Darwin,773
2002,Male,15-,Aboriginal,Greater Darwin,604
2002,Male,20-,Aboriginal,Greater Darwin,459
2002,Male,25-,Aboriginal,Greater Darwin,454
2002,Male,30-,Aboriginal,Greater Darwin,482
2002,Male,35-,Aboriginal,Greater Darwin,406
2002,Male,40-,Aboriginal,Greater Darwin,353
2002,Male,45-,Aboriginal,Greater Darwin,284
2002,Male,50-,Aboriginal,Greater Darwin,200
2002,Male,55-,Aboriginal,Greater Darwin,122
2002,Male,60-,Aboriginal,Greater Darwin,69
2002,Male,65-,Aboriginal,Greater Darwin,40
2002,Male,70-,Aboriginal,Greater Darwin,40
2002,Male,75-,Aboriginal,Greater Darwin,11
2002,Male,80-,Aboriginal,Greater Darwin,3
2002,Male,85+,Aboriginal,Greater Darwin,5
2002,Male,0-,Non-Aboriginal,Greater Darwin,3775
2002,Male,5-,Non-Aboriginal,Greater Darwin,3516
2002,Male,10-,Non-Aboriginal,Greater Darwin,3512
2002,Male,15-,Non-Aboriginal,Greater Darwin,3272
2002,Male,20-,Non-Aboriginal,Greater Darwin,4095
2002,Male,25-,Non-Aboriginal,Greater Darwin,4712
2002,Male,30-,Non-Aboriginal,Greater Darwin,4863
2002,Male,35-,Non-Aboriginal,Greater Darwin,4633
2002,Male,40-,Non-Aboriginal,Greater Darwin,4520
2002,Male,45-,Non-Aboriginal,Greater Darwin,4008
2002,Male,50-,Non-Aboriginal,Greater Darwin,3783
2002,Male,55-,Non-Aboriginal,Greater Darwin,2816
2002,Male,60-,Non-Aboriginal,Greater Darwin,1938
2002,Male,65-,Non-Aboriginal,Greater Darwin,1039
2002,Male,70-,Non-Aboriginal,Greater Darwin,748
2002,Male,75-,Non-Aboriginal,Greater Darwin,389
2002,Male,80-,Non-Aboriginal,Greater Darwin,163
2002,Male,85+,Non-Aboriginal,Greater Darwin,117
2002,Female,0-,Aboriginal,Greater Darwin,621
2002,Female,5-,Aboriginal,Greater Darwin,627
2002,Female,10-,Aboriginal,Greater Darwin,626
2002,Female,15-,Aboriginal,Greater Darwin,549
2002,Female,20-,Aboriginal,Greater Darwin,399
2002,Female,25-,Aboriginal,Greater Darwin,387
2002,Female,30-,Aboriginal,Greater Darwin,439
2002,Female,35-,Aboriginal,Greater Darwin,381
2002,Female,40-,Aboriginal,Greater Darwin,324
2002,Female,45-,Aboriginal,Greater Darwin,258
2002,Female,50-,Aboriginal,Greater Darwin,209
2002,Female,55-,Aboriginal,Greater Darwin,131
2002,Female,60-,Aboriginal,Greater Darwin,86
2002,Female,65-,Aboriginal,Greater Darwin,61
2002,Female,70-,Aboriginal,Greater Darwin,45
2002,Female,75-,Aboriginal,Greater Darwin,27
2002,Female,80-,Aboriginal,Greater Darwin,18
2002,Female,85+,Aboriginal,Greater Darwin,3
2002,Female,0-,Non-Aboriginal,Greater Darwin,3565
2002,Female,5-,Non-Aboriginal,Greater Darwin,3353
2002,Female,10-,Non-Aboriginal,Greater Darwin,3188
2002,Female,15-,Non-Aboriginal,Greater Darwin,3069
2002,Female,20-,Non-Aboriginal,Greater Darwin,3393
2002,Female,25-,Non-Aboriginal,Greater Darwin,4223
2002,Female,30-,Non-Aboriginal,Greater Darwin,4580
2002,Female,35-,Non-Aboriginal,Greater Darwin,4208
2002,Female,40-,Non-Aboriginal,Greater Darwin,4073
2002,Female,45-,Non-Aboriginal,Greater Darwin,3641
2002,Female,50-,Non-Aboriginal,Greater Darwin,3114
2002,Female,55-,Non-Aboriginal,Greater Darwin,2075
2002,Female,60-,Non-Aboriginal,Greater Darwin,1220
2002,Female,65-,Non-Aboriginal,Greater Darwin,731
2002,Female,70-,Non-Aboriginal,Greater Darwin,523
2002,Female,75-,Non-Aboriginal,Greater Darwin,334
2002,Female,80-,Non-Aboriginal,Greater Darwin,220
2002,Female,85+,Non-Aboriginal,Greater Darwin,155
2003,Male,0-,Aboriginal,Greater Darwin,743
2003,Male,5-,Aboriginal,Greater Darwin,753
2003,Male,10-,Aboriginal,Greater Darwin,790
2003,Male,15-,Aboriginal,Greater Darwin,610
2003,Male,20-,Aboriginal,Greater Darwin,466
2003,Male,25-,Aboriginal,Greater Darwin,442
2003,Male,30-,Aboriginal,Greater Darwin,494
2003,Male,35-,Aboriginal,Greater Darwin,413
2003,Male,40-,Aboriginal,Greater Darwin,369
2003,Male,45-,Aboriginal,Greater Darwin,297
2003,Male,50-,Aboriginal,Greater Darwin,215
2003,Male,55-,Aboriginal,Greater Darwin,137
2003,Male,60-,Aboriginal,Greater Darwin,70
2003,Male,65-,Aboriginal,Greater Darwin,44
2003,Male,70-,Aboriginal,Greater Darwin,39
2003,Male,75-,Aboriginal,Greater Darwin,12
2003,Male,80-,Aboriginal,Greater Darwin,3
2003,Male,85+,Aboriginal,Greater Darwin,4
2003,Male,0-,Non-Aboriginal,Greater Darwin,3712
2003,Male,5-,Non-Aboriginal,Greater Darwin,3491
2003,Male,10-,Non-Aboriginal,Greater Darwin,3484
2003,Male,15-,Non-Aboriginal,Greater Darwin,3191
2003,Male,20-,Non-Aboriginal,Greater Darwin,4025
2003,Male,25-,Non-Aboriginal,Greater Darwin,4521
2003,Male,30-,Non-Aboriginal,Greater Darwin,4780
2003,Male,35-,Non-Aboriginal,Greater Darwin,4528
2003,Male,40-,Non-Aboriginal,Greater Darwin,4559
2003,Male,45-,Non-Aboriginal,Greater Darwin,3983
2003,Male,50-,Non-Aboriginal,Greater Darwin,3812
2003,Male,55-,Non-Aboriginal,Greater Darwin,3018
2003,Male,60-,Non-Aboriginal,Greater Darwin,2011
2003,Male,65-,Non-Aboriginal,Greater Darwin,1113
2003,Male,70-,Non-Aboriginal,Greater Darwin,725
2003,Male,75-,Non-Aboriginal,Greater Darwin,421
2003,Male,80-,Non-Aboriginal,Greater Darwin,178
2003,Male,85+,Non-Aboriginal,Greater Darwin,103
2003,Female,0-,Aboriginal,Greater Darwin,636
2003,Female,5-,Aboriginal,Greater Darwin,639
2003,Female,10-,Aboriginal,Greater Darwin,649
2003,Female,15-,Aboriginal,Greater Darwin,559
2003,Female,20-,Aboriginal,Greater Darwin,405
2003,Female,25-,Aboriginal,Greater Darwin,387
2003,Female,30-,Aboriginal,Greater Darwin,444
2003,Female,35-,Aboriginal,Greater Darwin,384
2003,Female,40-,Aboriginal,Greater Darwin,337
2003,Female,45-,Aboriginal,Greater Darwin,269
2003,Female,50-,Aboriginal,Greater Darwin,219
2003,Female,55-,Aboriginal,Greater Darwin,147
2003,Female,60-,Aboriginal,Greater Darwin,93
2003,Female,65-,Aboriginal,Greater Darwin,64
2003,Female,70-,Aboriginal,Greater Darwin,44
2003,Female,75-,Aboriginal,Greater Darwin,29
2003,Female,80-,Aboriginal,Greater Darwin,19
2003,Female,85+,Aboriginal,Greater Darwin,3
2003,Female,0-,Non-Aboriginal,Greater Darwin,3556
2003,Female,5-,Non-Aboriginal,Greater Darwin,3272
2003,Female,10-,Non-Aboriginal,Greater Darwin,3222
2003,Female,15-,Non-Aboriginal,Greater Darwin,3005
2003,Female,20-,Non-Aboriginal,Greater Darwin,3375
2003,Female,25-,Non-Aboriginal,Greater Darwin,4089
2003,Female,30-,Non-Aboriginal,Greater Darwin,4530
2003,Female,35-,Non-Aboriginal,Greater Darwin,4106
2003,Female,40-,Non-Aboriginal,Greater Darwin,4074
2003,Female,45-,Non-Aboriginal,Greater Darwin,3702
2003,Female,50-,Non-Aboriginal,Greater Darwin,3152
2003,Female,55-,Non-Aboriginal,Greater Darwin,2255
2003,Female,60-,Non-Aboriginal,Greater Darwin,1311
2003,Female,65-,Non-Aboriginal,Greater Darwin,760
2003,Female,70-,Non-Aboriginal,Greater Darwin,512
2003,Female,75-,Non-Aboriginal,Greater Darwin,354
2003,Female,80-,Non-Aboriginal,Greater Darwin,234
2003,Female,85+,Non-Aboriginal,Greater Darwin,156
2004,Male,0-,Aboriginal,Greater Darwin,761
2004,Male,5-,Aboriginal,Greater Darwin,771
2004,Male,10-,Aboriginal,Greater Darwin,820
2004,Male,15-,Aboriginal,Greater Darwin,636
2004,Male,20-,Aboriginal,Greater Darwin,478
2004,Male,25-,Aboriginal,Greater Darwin,435
2004,Male,30-,Aboriginal,Greater Darwin,510
2004,Male,35-,Aboriginal,Greater Darwin,419
2004,Male,40-,Aboriginal,Greater Darwin,385
2004,Male,45-,Aboriginal,Greater Darwin,314
2004,Male,50-,Aboriginal,Greater Darwin,231
2004,Male,55-,Aboriginal,Greater Darwin,152
2004,Male,60-,Aboriginal,Greater Darwin,73
2004,Male,65-,Aboriginal,Greater Darwin,49
2004,Male,70-,Aboriginal,Greater Darwin,40
2004,Male,75-,Aboriginal,Greater Darwin,14
2004,Male,80-,Aboriginal,Greater Darwin,3
2004,Male,85+,Aboriginal,Greater Darwin,5
2004,Male,0-,Non-Aboriginal,Greater Darwin,3681
2004,Male,5-,Non-Aboriginal,Greater Darwin,3440
2004,Male,10-,Non-Aboriginal,Greater Darwin,3508
2004,Male,15-,Non-Aboriginal,Greater Darwin,3217
2004,Male,20-,Non-Aboriginal,Greater Darwin,3999
2004,Male,25-,Non-Aboriginal,Greater Darwin,4385
2004,Male,30-,Non-Aboriginal,Greater Darwin,4738
2004,Male,35-,Non-Aboriginal,Greater Darwin,4413
2004,Male,40-,Non-Aboriginal,Greater Darwin,4560
2004,Male,45-,Non-Aboriginal,Greater Darwin,4010
2004,Male,50-,Non-Aboriginal,Greater Darwin,3857
2004,Male,55-,Non-Aboriginal,Greater Darwin,3186
2004,Male,60-,Non-Aboriginal,Greater Darwin,2128
2004,Male,65-,Non-Aboriginal,Greater Darwin,1201
2004,Male,70-,Non-Aboriginal,Greater Darwin,712
2004,Male,75-,Non-Aboriginal,Greater Darwin,451
2004,Male,80-,Non-Aboriginal,Greater Darwin,187
2004,Male,85+,Non-Aboriginal,Greater Darwin,111
2004,Female,0-,Aboriginal,Greater Darwin,649
2004,Female,5-,Aboriginal,Greater Darwin,658
2004,Female,10-,Aboriginal,Greater Darwin,676
2004,Female,15-,Aboriginal,Greater Darwin,565
2004,Female,20-,Aboriginal,Greater Darwin,420
2004,Female,25-,Aboriginal,Greater Darwin,393
2004,Female,30-,Aboriginal,Greater Darwin,449
2004,Female,35-,Aboriginal,Greater Darwin,396
2004,Female,40-,Aboriginal,Greater Darwin,349
2004,Female,45-,Aboriginal,Greater Darwin,277
2004,Female,50-,Aboriginal,Greater Darwin,231
2004,Female,55-,Aboriginal,Greater Darwin,161
2004,Female,60-,Aboriginal,Greater Darwin,102
2004,Female,65-,Aboriginal,Greater Darwin,69
2004,Female,70-,Aboriginal,Greater Darwin,46
2004,Female,75-,Aboriginal,Greater Darwin,31
2004,Female,80-,Aboriginal,Greater Darwin,20
2004,Female,85+,Aboriginal,Greater Darwin,3
2004,Female,0-,Non-Aboriginal,Greater Darwin,3535
2004,Female,5-,Non-Aboriginal,Greater Darwin,3232
2004,Female,10-,Non-Aboriginal,Greater Darwin,3273
2004,Female,15-,Non-Aboriginal,Greater Darwin,2918
2004,Female,20-,Non-Aboriginal,Greater Darwin,3434
2004,Female,25-,Non-Aboriginal,Greater Darwin,4029
2004,Female,30-,Non-Aboriginal,Greater Darwin,4501
2004,Female,35-,Non-Aboriginal,Greater Darwin,4099
2004,Female,40-,Non-Aboriginal,Greater Darwin,4072
2004,Female,45-,Non-Aboriginal,Greater Darwin,3719
2004,Female,50-,Non-Aboriginal,Greater Darwin,3220
2004,Female,55-,Non-Aboriginal,Greater Darwin,2401
2004,Female,60-,Non-Aboriginal,Greater Darwin,1442
2004,Female,65-,Non-Aboriginal,Greater Darwin,799
2004,Female,70-,Non-Aboriginal,Greater Darwin,523
2004,Female,75-,Non-Aboriginal,Greater Darwin,375
2004,Female,80-,Non-Aboriginal,Greater Darwin,244
2004,Female,85+,Non-Aboriginal,Greater Darwin,156
2005,Male,0-,Aboriginal,Greater Darwin,781
2005,Male,5-,Aboriginal,Greater Darwin,792
2005,Male,10-,Aboriginal,Greater Darwin,845
2005,Male,15-,Aboriginal,Greater Darwin,677
2005,Male,20-,Aboriginal,Greater Darwin,502
2005,Male,25-,Aboriginal,Greater Darwin,444
2005,Male,30-,Aboriginal,Greater Darwin,528
2005,Male,35-,Aboriginal,Greater Darwin,442
2005,Male,40-,Aboriginal,Greater Darwin,397
2005,Male,45-,Aboriginal,Greater Darwin,337
2005,Male,50-,Aboriginal,Greater Darwin,243
2005,Male,55-,Aboriginal,Greater Darwin,167
2005,Male,60-,Aboriginal,Greater Darwin,75
2005,Male,65-,Aboriginal,Greater Darwin,57
2005,Male,70-,Aboriginal,Greater Darwin,41
2005,Male,75-,Aboriginal,Greater Darwin,15
2005,Male,80-,Aboriginal,Greater Darwin,3
2005,Male,85+,Aboriginal,Greater Darwin,5
2005,Male,0-,Non-Aboriginal,Greater Darwin,3657
2005,Male,5-,Non-Aboriginal,Greater Darwin,3405
2005,Male,10-,Non-Aboriginal,Greater Darwin,3514
2005,Male,15-,Non-Aboriginal,Greater Darwin,3311
2005,Male,20-,Non-Aboriginal,Greater Darwin,4074
2005,Male,25-,Non-Aboriginal,Greater Darwin,4411
2005,Male,30-,Non-Aboriginal,Greater Darwin,4711
2005,Male,35-,Non-Aboriginal,Greater Darwin,4484
2005,Male,40-,Non-Aboriginal,Greater Darwin,4541
2005,Male,45-,Non-Aboriginal,Greater Darwin,4104
2005,Male,50-,Non-Aboriginal,Greater Darwin,3830
2005,Male,55-,Non-Aboriginal,Greater Darwin,3400
2005,Male,60-,Non-Aboriginal,Greater Darwin,2226
2005,Male,65-,Non-Aboriginal,Greater Darwin,1367
2005,Male,70-,Non-Aboriginal,Greater Darwin,717
2005,Male,75-,Non-Aboriginal,Greater Darwin,487
2005,Male,80-,Non-Aboriginal,Greater Darwin,195
2005,Male,85+,Non-Aboriginal,Greater Darwin,110
2005,Female,0-,Aboriginal,Greater Darwin,668
2005,Female,5-,Aboriginal,Greater Darwin,687
2005,Female,10-,Aboriginal,Greater Darwin,690
2005,Female,15-,Aboriginal,Greater Darwin,590
2005,Female,20-,Aboriginal,Greater Darwin,440
2005,Female,25-,Aboriginal,Greater Darwin,415
2005,Female,30-,Aboriginal,Greater Darwin,449
2005,Female,35-,Aboriginal,Greater Darwin,419
2005,Female,40-,Aboriginal,Greater Darwin,359
2005,Female,45-,Aboriginal,Greater Darwin,289
2005,Female,50-,Aboriginal,Greater Darwin,247
2005,Female,55-,Aboriginal,Greater Darwin,182
2005,Female,60-,Aboriginal,Greater Darwin,111
2005,Female,65-,Aboriginal,Greater Darwin,76
2005,Female,70-,Aboriginal,Greater Darwin,48
2005,Female,75-,Aboriginal,Greater Darwin,31
2005,Female,80-,Aboriginal,Greater Darwin,21
2005,Female,85+,Aboriginal,Greater Darwin,3
2005,Female,0-,Non-Aboriginal,Greater Darwin,3544
2005,Female,5-,Non-Aboriginal,Greater Darwin,3237
2005,Female,10-,Non-Aboriginal,Greater Darwin,3266
2005,Female,15-,Non-Aboriginal,Greater Darwin,2938
2005,Female,20-,Non-Aboriginal,Greater Darwin,3528
2005,Female,25-,Non-Aboriginal,Greater Darwin,4139
2005,Female,30-,Non-Aboriginal,Greater Darwin,4405
2005,Female,35-,Non-Aboriginal,Greater Darwin,4198
2005,Female,40-,Non-Aboriginal,Greater Darwin,4047
2005,Female,45-,Non-Aboriginal,Greater Darwin,3782
2005,Female,50-,Non-Aboriginal,Greater Darwin,3331
2005,Female,55-,Non-Aboriginal,Greater Darwin,2628
2005,Female,60-,Non-Aboriginal,Greater Darwin,1546
2005,Female,65-,Non-Aboriginal,Greater Darwin,862
2005,Female,70-,Non-Aboriginal,Greater Darwin,526
2005,Female,75-,Non-Aboriginal,Greater Darwin,378
2005,Female,80-,Non-Aboriginal,Greater Darwin,249
2005,Female,85+,Non-Aboriginal,Greater Darwin,178
2006,Male,0-,Aboriginal,Greater Darwin,798
2006,Male,5-,Aboriginal,Greater Darwin,822
2006,Male,10-,Aboriginal,Greater Darwin,860
2006,Male,15-,Aboriginal,Greater Darwin,714
2006,Male,20-,Aboriginal,Greater Darwin,532
2006,Male,25-,Aboriginal,Greater Darwin,453
2006,Male,30-,Aboriginal,Greater Darwin,539
2006,Male,35-,Aboriginal,Greater Darwin,467
2006,Male,40-,Aboriginal,Greater Darwin,410
2006,Male,45-,Aboriginal,Greater Darwin,363
2006,Male,50-,Aboriginal,Greater Darwin,259
2006,Male,55-,Aboriginal,Greater Darwin,183
2006,Male,60-,Aboriginal,Greater Darwin,79
2006,Male,65-,Aboriginal,Greater Darwin,64
2006,Male,70-,Aboriginal,Greater Darwin,47
2006,Male,75-,Aboriginal,Greater Darwin,16
2006,Male,80-,Aboriginal,Greater Darwin,4
2006,Male,85+,Aboriginal,Greater Darwin,5
2006,Female,0-,Aboriginal,Greater Darwin,682
2006,Female,5-,Aboriginal,Greater Darwin,720
2006,Female,10-,Aboriginal,Greater Darwin,700
2006,Female,15-,Aboriginal,Greater Darwin,611
2006,Female,20-,Aboriginal,Greater Darwin,452
2006,Female,25-,Aboriginal,Greater Darwin,433
2006,Female,30-,Aboriginal,Greater Darwin,449
2006,Female,35-,Aboriginal,Greater Darwin,437
2006,Female,40-,Aboriginal,Greater Darwin,368
2006,Female,45-,Aboriginal,Greater Darwin,302
2006,Female,50-,Aboriginal,Greater Darwin,261
2006,Female,55-,Aboriginal,Greater Darwin,199
2006,Female,60-,Aboriginal,Greater Darwin,122
2006,Female,65-,Aboriginal,Greater Darwin,88
2006,Female,70-,Aboriginal,Greater Darwin,53
2006,Female,75-,Aboriginal,Greater Darwin,36
2006,Female,80-,Aboriginal,Greater Darwin,23
2006,Female,85+,Aboriginal,Greater Darwin,3
2006,Male,0-,Non-Aboriginal,Greater Darwin,3620
2006,Male,5-,Non-Aboriginal,Greater Darwin,3411
2006,Male,10-,Non-Aboriginal,Greater Darwin,3476
2006,Male,15-,Non-Aboriginal,Greater Darwin,3382
2006,Male,20-,Non-Aboriginal,Greater Darwin,4191
2006,Male,25-,Non-Aboriginal,Greater Darwin,4434
2006,Male,30-,Non-Aboriginal,Greater Darwin,4631
2006,Male,35-,Non-Aboriginal,Greater Darwin,4573
2006,Male,40-,Non-Aboriginal,Greater Darwin,4524
2006,Male,45-,Non-Aboriginal,Greater Darwin,4222
2006,Male,50-,Non-Aboriginal,Greater Darwin,3852
2006,Male,55-,Non-Aboriginal,Greater Darwin,3577
2006,Male,60-,Non-Aboriginal,Greater Darwin,2384
2006,Male,65-,Non-Aboriginal,Greater Darwin,1490
2006,Male,70-,Non-Aboriginal,Greater Darwin,793
2006,Male,75-,Non-Aboriginal,Greater Darwin,527
2006,Male,80-,Non-Aboriginal,Greater Darwin,229
2006,Male,85+,Non-Aboriginal,Greater Darwin,109
2006,Female,0-,Non-Aboriginal,Greater Darwin,3531
2006,Female,5-,Non-Aboriginal,Greater Darwin,3269
2006,Female,10-,Non-Aboriginal,Greater Darwin,3234
2006,Female,15-,Non-Aboriginal,Greater Darwin,2932
2006,Female,20-,Non-Aboriginal,Greater Darwin,3557
2006,Female,25-,Non-Aboriginal,Greater Darwin,4192
2006,Female,30-,Non-Aboriginal,Greater Darwin,4321
