Year,Sex,Age Group,Aboriginal status,Region,Population
1992,Female,60-,Non-Aboriginal,Greater Darwin,627
1992,Female,65-,Non-Aboriginal,Greater Darwin,452
1992,Female,70-,Non-Aboriginal,Greater Darwin,315
1992,Female,75-,Non-Aboriginal,Greater Darwin,197
1992,Female,80-,Non-Aboriginal,Greater Darwin,101
1992,Female,85+,Non-Aboriginal,Greater Darwin,71
1993,Male,0-,Aboriginal,Greater Darwin,557
1993,Male,5-,Aboriginal,Greater Darwin,512
1993,Male,10-,Aboriginal,Greater Darwin,570
1993,Male,15-,Aboriginal,Greater Darwin,463
1993,Male,20-,Aboriginal,Greater Darwin,355
1993,Male,25-,Aboriginal,Greater Darwin,374
1993,Male,30-,Aboriginal,Greater Darwin,322
1993,Male,35-,Aboriginal,Greater Darwin,270
1993,Male,40-,Aboriginal,Greater Darwin,235
1993,Male,45-,Aboriginal,Greater Darwin,160
1993,Male,50-,Aboriginal,Greater Darwin,74
1993,Male,55-,Aboriginal,Greater Darwin,44
1993,Male,60-,Aboriginal,Greater Darwin,37
1993,Male,65-,Aboriginal,Greater Darwin,21
1993,Male,70-,Aboriginal,Greater Darwin,15
1993,Male,75-,Aboriginal,Greater Darwin,5
1993,Male,80-,Aboriginal,Greater Darwin,2
1993,Male,85+,Aboriginal,Greater Darwin,1
1993,Male,0-,Non-Aboriginal,Greater Darwin,3602
1993,Male,5-,Non-Aboriginal,Greater Darwin,3253
1993,Male,10-,Non-Aboriginal,Greater Darwin,3171
1993,Male,15-,Non-Aboriginal,Greater Darwin,3161
1993,Male,20-,Non-Aboriginal,Greater Darwin,3993
1993,Male,25-,Non-Aboriginal,Greater Darwin,4290
1993,Male,30-,Non-Aboriginal,Greater Darwin,4409
1993,Male,35-,Non-Aboriginal,Greater Darwin,4079
1993,Male,40-,Non-Aboriginal,Greater Darwin,3950
1993,Male,45-,Non-Aboriginal,Greater Darwin,3267
1993,Male,50-,Non-Aboriginal,Greater Darwin,2318
1993,Male,55-,Non-Aboriginal,Greater Darwin,1414
1993,Male,60-,Non-Aboriginal,Greater Darwin,962
1993,Male,65-,Non-Aboriginal,Greater Darwin,637
1993,Male,70-,Non-Aboriginal,Greater Darwin,348
1993,Male,75-,Non-Aboriginal,Greater Darwin,188
1993,Male,80-,Non-Aboriginal,Greater Darwin,81
1993,Male,85+,Non-Aboriginal,Greater Darwin,42
1993,Female,0-,Aboriginal,Greater Darwin,506
1993,Female,5-,Aboriginal,Greater Darwin,427
1993,Female,10-,Aboriginal,Greater Darwin,498
1993,Female,15-,Aboriginal,Greater Darwin,418
1993,Female,20-,Aboriginal,Greater Darwin,398
1993,Female,25-,Aboriginal,Greater Darwin,308
1993,Female,30-,Aboriginal,Greater Darwin,349
1993,Female,35-,Aboriginal,Greater Darwin,277
1993,Female,40-,Aboriginal,Greater Darwin,213
1993,Female,45-,Aboriginal,Greater Darwin,159
1993,Female,50-,Aboriginal,Greater Darwin,86
1993,Female,55-,Aboriginal,Greater Darwin,49
1993,Female,60-,Aboriginal,Greater Darwin,43
1993,Female,65-,Aboriginal,Greater Darwin,36
1993,Female,70-,Aboriginal,Greater Darwin,25
1993,Female,75-,Aboriginal,Greater Darwin,16
1993,Female,80-,Aboriginal,Greater Darwin,8
1993,Female,85+,Aboriginal,Greater Darwin,2
1993,Female,0-,Non-Aboriginal,Greater Darwin,3471
1993,Female,5-,Non-Aboriginal,Greater Darwin,3127
1993,Female,10-,Non-Aboriginal,Greater Darwin,2983
1993,Female,15-,Non-Aboriginal,Greater Darwin,2999
1993,Female,20-,Non-Aboriginal,Greater Darwin,3829
1993,Female,25-,Non-Aboriginal,Greater Darwin,4131
1993,Female,30-,Non-Aboriginal,Greater Darwin,4168
1993,Female,35-,Non-Aboriginal,Greater Darwin,3806
1993,Female,40-,Non-Aboriginal,Greater Darwin,3445
1993,Female,45-,Non-Aboriginal,Greater Darwin,2626
1993,Female,50-,Non-Aboriginal,Greater Darwin,1587
1993,Female,55-,Non-Aboriginal,Greater Darwin,974
1993,Female,60-,Non-Aboriginal,Greater Darwin,645
1993,Female,65-,Non-Aboriginal,Greater Darwin,482
1993,Female,70-,Non-Aboriginal,Greater Darwin,333
1993,Female,75-,Non-Aboriginal,Greater Darwin,214
1993,Female,80-,Non-Aboriginal,Greater Darwin,103
1993,Female,85+,Non-Aboriginal,Greater Darwin,75
1994,Male,0-,Aboriginal,Greater Darwin,570
1994,Male,5-,Aboriginal,Greater Darwin,514
1994,Male,10-,Aboriginal,Greater Darwin,573
1994,Male,15-,Aboriginal,Greater Darwin,466
1994,Male,20-,Aboriginal,Greater Darwin,358
1994,Male,25-,Aboriginal,Greater Darwin,377
1994,Male,30-,Aboriginal,Greater Darwin,329
1994,Male,35-,Aboriginal,Greater Darwin,274
1994,Male,40-,Aboriginal,Greater Darwin,234
1994,Male,45-,Aboriginal,Greater Darwin,169
1994,Male,50-,Aboriginal,Greater Darwin,81
1994,Male,55-,Aboriginal,Greater Darwin,49
1994,Male,60-,Aboriginal,Greater Darwin,37
1994,Male,65-,Aboriginal,Greater Darwin,23
1994,Male,70-,Aboriginal,Greater Darwin,16
1994,Male,75-,Aboriginal,Greater Darwin,5
1994,Male,80-,Aboriginal,Greater Darwin,2
1994,Male,85+,Aboriginal,Greater Darwin,1
1994,Male,0-,Non-Aboriginal,Greater Darwin,3694
1994,Male,5-,Non-Aboriginal,Greater Darwin,3265
1994,Male,10-,Non-Aboriginal,Greater Darwin,3187
1994,Male,15-,Non-Aboriginal,Greater Darwin,3184
1994,Male,20-,Non-Aboriginal,Greater Darwin,4037
1994,Male,25-,Non-Aboriginal,Greater Darwin,4314
1994,Male,30-,Non-Aboriginal,Greater Darwin,4502
1994,Male,35-,Non-Aboriginal,Greater Darwin,4149
1994,Male,40-,Non-Aboriginal,Greater Darwin,3955
1994,Male,45-,Non-Aboriginal,Greater Darwin,3443
1994,Male,50-,Non-Aboriginal,Greater Darwin,2512
1994,Male,55-,Non-Aboriginal,Greater Darwin,1552
1994,Male,60-,Non-Aboriginal,Greater Darwin,985
1994,Male,65-,Non-Aboriginal,Greater Darwin,703
1994,Male,70-,Non-Aboriginal,Greater Darwin,380
1994,Male,75-,Non-Aboriginal,Greater Darwin,190
1994,Male,80-,Non-Aboriginal,Greater Darwin,88
1994,Male,85+,Non-Aboriginal,Greater Darwin,46
1994,Female,0-,Aboriginal,Greater Darwin,515
1994,Female,5-,Aboriginal,Greater Darwin,421
1994,Female,10-,Aboriginal,Greater Darwin,509
1994,Female,15-,Aboriginal,Greater Darwin,410
1994,Female,20-,Aboriginal,Greater Darwin,391
1994,Female,25-,Aboriginal,Greater Darwin,313
1994,Female,30-,Aboriginal,Greater Darwin,350
1994,Female,35-,Aboriginal,Greater Darwin,279
1994,Female,40-,Aboriginal,Greater Darwin,217
1994,Female,45-,Aboriginal,Greater Darwin,171
1994,Female,50-,Aboriginal,Greater Darwin,96
1994,Female,55-,Aboriginal,Greater Darwin,52
1994,Female,60-,Aboriginal,Greater Darwin,45
1994,Female,65-,Aboriginal,Greater Darwin,37
1994,Female,70-,Aboriginal,Greater Darwin,28
1994,Female,75-,Aboriginal,Greater Darwin,16
1994,Female,80-,Aboriginal,Greater Darwin,8
1994,Female,85+,Aboriginal,Greater Darwin,2
1994,Female,0-,Non-Aboriginal,Greater Darwin,3540
1994,Female,5-,Non-Aboriginal,Greater Darwin,3079
1994,Female,10-,Non-Aboriginal,Greater Darwin,3055
1994,Female,15-,Non-Aboriginal,Greater Darwin,2943
1994,Female,20-,Non-Aboriginal,Greater Darwin,3765
1994,Female,25-,Non-Aboriginal,Greater Darwin,4201
1994,Female,30-,Non-Aboriginal,Greater Darwin,4170
1994,Female,35-,Non-Aboriginal,Greater Darwin,3840
1994,Female,40-,Non-Aboriginal,Greater Darwin,3505
1994,Female,45-,Non-Aboriginal,Greater Darwin,2822
1994,Female,50-,Non-Aboriginal,Greater Darwin,1762
1994,Female,55-,Non-Aboriginal,Greater Darwin,1050
1994,Female,60-,Non-Aboriginal,Greater Darwin,689
1994,Female,65-,Non-Aboriginal,Greater Darwin,508
1994,Female,70-,Non-Aboriginal,Greater Darwin,366
1994,Female,75-,Non-Aboriginal,Greater Darwin,217
1994,Female,80-,Non-Aboriginal,Greater Darwin,105
1994,Female,85+,Non-Aboriginal,Greater Darwin,85
1995,Male,0-,Aboriginal,Greater Darwin,588
1995,Male,5-,Aboriginal,Greater Darwin,520
1995,Male,10-,Aboriginal,Greater Darwin,575
1995,Male,15-,Aboriginal,Greater Darwin,469
1995,Male,20-,Aboriginal,Greater Darwin,371
1995,Male,25-,Aboriginal,Greater Darwin,392
1995,Male,30-,Aboriginal,Greater Darwin,332
1995,Male,35-,Aboriginal,Greater Darwin,284
1995,Male,40-,Aboriginal,Greater Darwin,235
1995,Male,45-,Aboriginal,Greater Darwin,178
1995,Male,50-,Aboriginal,Greater Darwin,86
1995,Male,55-,Aboriginal,Greater Darwin,54
1995,Male,60-,Aboriginal,Greater Darwin,39
1995,Male,65-,Aboriginal,Greater Darwin,26
1995,Male,70-,Aboriginal,Greater Darwin,18
1995,Male,75-,Aboriginal,Greater Darwin,6
1995,Male,80-,Aboriginal,Greater Darwin,2
1995,Male,85+,Aboriginal,Greater Darwin,2
1995,Male,0-,Non-Aboriginal,Greater Darwin,3811
1995,Male,5-,Non-Aboriginal,Greater Darwin,3303
1995,Male,10-,Non-Aboriginal,Greater Darwin,3200
1995,Male,15-,Non-Aboriginal,Greater Darwin,3206
1995,Male,20-,Non-Aboriginal,Greater Darwin,4175
1995,Male,25-,Non-Aboriginal,Greater Darwin,4488
1995,Male,30-,Non-Aboriginal,Greater Darwin,4554
1995,Male,35-,Non-Aboriginal,Greater Darwin,4298
1995,Male,40-,Non-Aboriginal,Greater Darwin,3956
1995,Male,45-,Non-Aboriginal,Greater Darwin,3637
1995,Male,50-,Non-Aboriginal,Greater Darwin,2684
1995,Male,55-,Non-Aboriginal,Greater Darwin,1728
1995,Male,60-,Non-Aboriginal,Greater Darwin,1032
1995,Male,65-,Non-Aboriginal,Greater Darwin,779
1995,Male,70-,Non-Aboriginal,Greater Darwin,406
1995,Male,75-,Non-Aboriginal,Greater Darwin,207
1995,Male,80-,Non-Aboriginal,Greater Darwin,100
1995,Male,85+,Non-Aboriginal,Greater Darwin,57
1995,Female,0-,Aboriginal,Greater Darwin,527
1995,Female,5-,Aboriginal,Greater Darwin,427
1995,Female,10-,Aboriginal,Greater Darwin,509
1995,Female,15-,Aboriginal,Greater Darwin,413
1995,Female,20-,Aboriginal,Greater Darwin,387
1995,Female,25-,Aboriginal,Greater Darwin,327
1995,Female,30-,Aboriginal,Greater Darwin,348
1995,Female,35-,Aboriginal,Greater Darwin,288
1995,Female,40-,Aboriginal,Greater Darwin,221
1995,Female,45-,Aboriginal,Greater Darwin,182
1995,Female,50-,Aboriginal,Greater Darwin,105
1995,Female,55-,Aboriginal,Greater Darwin,59
1995,Female,60-,Aboriginal,Greater Darwin,48
1995,Female,65-,Aboriginal,Greater Darwin,40
1995,Female,70-,Aboriginal,Greater Darwin,28
1995,Female,75-,Aboriginal,Greater Darwin,17
1995,Female,80-,Aboriginal,Greater Darwin,7
1995,Female,85+,Aboriginal,Greater Darwin,2
1995,Female,0-,Non-Aboriginal,Greater Darwin,3614
1995,Female,5-,Non-Aboriginal,Greater Darwin,3123
1995,Female,10-,Non-Aboriginal,Greater Darwin,3057
1995,Female,15-,Non-Aboriginal,Greater Darwin,2963
1995,Female,20-,Non-Aboriginal,Greater Darwin,3726
1995,Female,25-,Non-Aboriginal,Greater Darwin,4387
1995,Female,30-,Non-Aboriginal,Greater Darwin,4164
1995,Female,35-,Non-Aboriginal,Greater Darwin,3950
1995,Female,40-,Non-Aboriginal,Greater Darwin,3573
1995,Female,45-,Non-Aboriginal,Greater Darwin,3002
1995,Female,50-,Non-Aboriginal,Greater Darwin,1939
1995,Female,55-,Non-Aboriginal,Greater Darwin,1168
1995,Female,60-,Non-Aboriginal,Greater Darwin,712
1995,Female,65-,Non-Aboriginal,Greater Darwin,545
1995,Female,70-,Non-Aboriginal,Greater Darwin,376
1995,Female,75-,Non-Aboriginal,Greater Darwin,236
1995,Female,80-,Non-Aboriginal,Greater Darwin,107
1995,Female,85+,Non-Aboriginal,Greater Darwin,96
1996,Male,0-,Aboriginal,Greater Darwin,601
1996,Male,5-,Aboriginal,Greater Darwin,530
1996,Male,10-,Aboriginal,Greater Darwin,587
1996,Male,15-,Aboriginal,Greater Darwin,468
1996,Male,20-,Aboriginal,Greater Darwin,378
1996,Male,25-,Aboriginal,Greater Darwin,413
1996,Male,30-,Aboriginal,Greater Darwin,337
1996,Male,35-,Aboriginal,Greater Darwin,292
1996,Male,40-,Aboriginal,Greater Darwin,237
1996,Male,45-,Aboriginal,Greater Darwin,187
1996,Male,50-,Aboriginal,Greater Darwin,92
1996,Male,55-,Aboriginal,Greater Darwin,60
1996,Male,60-,Aboriginal,Greater Darwin,44
1996,Male,65-,Aboriginal,Greater Darwin,28
1996,Male,70-,Aboriginal,Greater Darwin,20
1996,Male,75-,Aboriginal,Greater Darwin,6
1996,Male,80-,Aboriginal,Greater Darwin,2
1996,Male,85+,Aboriginal,Greater Darwin,2
1996,Male,0-,Non-Aboriginal,Greater Darwin,3894
1996,Male,5-,Non-Aboriginal,Greater Darwin,3366
1996,Male,10-,Non-Aboriginal,Greater Darwin,3265
1996,Male,15-,Non-Aboriginal,Greater Darwin,3197
1996,Male,20-,Non-Aboriginal,Greater Darwin,4252
1996,Male,25-,Non-Aboriginal,Greater Darwin,4721
1996,Male,30-,Non-Aboriginal,Greater Darwin,4619
1996,Male,35-,Non-Aboriginal,Greater Darwin,4423
1996,Male,40-,Non-Aboriginal,Greater Darwin,3990
1996,Male,45-,Non-Aboriginal,Greater Darwin,3821
1996,Male,50-,Non-Aboriginal,Greater Darwin,2869
1996,Male,55-,Non-Aboriginal,Greater Darwin,1896
1996,Male,60-,Non-Aboriginal,Greater Darwin,1130
1996,Male,65-,Non-Aboriginal,Greater Darwin,853
1996,Male,70-,Non-Aboriginal,Greater Darwin,459
1996,Male,75-,Non-Aboriginal,Greater Darwin,228
1996,Male,80-,Non-Aboriginal,Greater Darwin,116
1996,Male,85+,Non-Aboriginal,Greater Darwin,72
1996,Female,0-,Aboriginal,Greater Darwin,533
1996,Female,5-,Aboriginal,Greater Darwin,433
1996,Female,10-,Aboriginal,Greater Darwin,514
1996,Female,15-,Aboriginal,Greater Darwin,408
1996,Female,20-,Aboriginal,Greater Darwin,386
1996,Female,25-,Aboriginal,Greater Darwin,337
1996,Female,30-,Aboriginal,Greater Darwin,352
1996,Female,35-,Aboriginal,Greater Darwin,296
1996,Female,40-,Aboriginal,Greater Darwin,225
1996,Female,45-,Aboriginal,Greater Darwin,191
1996,Female,50-,Aboriginal,Greater Darwin,116
1996,Female,55-,Aboriginal,Greater Darwin,63
1996,Female,60-,Aboriginal,Greater Darwin,51
1996,Female,65-,Aboriginal,Greater Darwin,44
1996,Female,70-,Aboriginal,Greater Darwin,32
1996,Female,75-,Aboriginal,Greater Darwin,18
1996,Female,80-,Aboriginal,Greater Darwin,9
1996,Female,85+,Aboriginal,Greater Darwin,2
1996,Female,0-,Non-Aboriginal,Greater Darwin,3657
1996,Female,5-,Non-Aboriginal,Greater Darwin,3167
1996,Female,10-,Non-Aboriginal,Greater Darwin,3080
1996,Female,15-,Non-Aboriginal,Greater Darwin,2928
1996,Female,20-,Non-Aboriginal,Greater Darwin,3712
1996,Female,25-,Non-Aboriginal,Greater Darwin,4521
1996,Female,30-,Non-Aboriginal,Greater Darwin,4201
1996,Female,35-,Non-Aboriginal,Greater Darwin,4069
1996,Female,40-,Non-Aboriginal,Greater Darwin,3635
1996,Female,45-,Non-Aboriginal,Greater Darwin,3164
1996,Female,50-,Non-Aboriginal,Greater Darwin,2135
1996,Female,55-,Non-Aboriginal,Greater Darwin,1260
1996,Female,60-,Non-Aboriginal,Greater Darwin,760
1996,Female,65-,Non-Aboriginal,Greater Darwin,592
1996,Female,70-,Non-Aboriginal,Greater Darwin,426
1996,Female,75-,Non-Aboriginal,Greater Darwin,252
1996,Female,80-,Non-Aboriginal,Greater Darwin,132
1996,Female,85+,Non-Aboriginal,Greater Darwin,99
1997,Male,0-,Aboriginal,Greater Darwin,618
1997,Male,5-,Aboriginal,Greater Darwin,579
1997,Male,10-,Aboriginal,Greater Darwin,611
1997,Male,15-,Aboriginal,Greater Darwin,497
1997,Male,20-,Aboriginal,Greater Darwin,398
1997,Male,25-,Aboriginal,Greater Darwin,439
1997,Male,30-,Aboriginal,Greater Darwin,364
1997,Male,35-,Aboriginal,Greater Darwin,314
1997,Male,40-,Aboriginal,Greater Darwin,257
1997,Male,45-,Aboriginal,Greater Darwin,202
1997,Male,50-,Aboriginal,Greater Darwin,110
1997,Male,55-,Aboriginal,Greater Darwin,71
1997,Male,60-,Aboriginal,Greater Darwin,45
1997,Male,65-,Aboriginal,Greater Darwin,30
1997,Male,70-,Aboriginal,Greater Darwin,23
1997,Male,75-,Aboriginal,Greater Darwin,7
1997,Male,80-,Aboriginal,Greater Darwin,2
1997,Male,85+,Aboriginal,Greater Darwin,2
1997,Male,0-,Non-Aboriginal,Greater Darwin,3848
1997,Male,5-,Non-Aboriginal,Greater Darwin,3492
1997,Male,10-,Non-Aboriginal,Greater Darwin,3275
1997,Male,15-,Non-Aboriginal,Greater Darwin,3256
1997,Male,20-,Non-Aboriginal,Greater Darwin,4292
1997,Male,25-,Non-Aboriginal,Greater Darwin,4932
1997,Male,30-,Non-Aboriginal,Greater Darwin,4702
1997,Male,35-,Non-Aboriginal,Greater Darwin,4508
1997,Male,40-,Non-Aboriginal,Greater Darwin,4114
1997,Male,45-,Non-Aboriginal,Greater Darwin,3860
1997,Male,50-,Non-Aboriginal,Greater Darwin,3115
1997,Male,55-,Non-Aboriginal,Greater Darwin,2097
1997,Male,60-,Non-Aboriginal,Greater Darwin,1181
1997,Male,65-,Non-Aboriginal,Greater Darwin,885
1997,Male,70-,Non-Aboriginal,Greater Darwin,508
1997,Male,75-,Non-Aboriginal,Greater Darwin,248
1997,Male,80-,Non-Aboriginal,Greater Darwin,116
1997,Male,85+,Non-Aboriginal,Greater Darwin,74
1997,Female,0-,Aboriginal,Greater Darwin,548
1997,Female,5-,Aboriginal,Greater Darwin,476
1997,Female,10-,Aboriginal,Greater Darwin,536
1997,Female,15-,Aboriginal,Greater Darwin,434
1997,Female,20-,Aboriginal,Greater Darwin,393
1997,Female,25-,Aboriginal,Greater Darwin,363
1997,Female,30-,Aboriginal,Greater Darwin,365
1997,Female,35-,Aboriginal,Greater Darwin,316
1997,Female,40-,Aboriginal,Greater Darwin,245
1997,Female,45-,Aboriginal,Greater Darwin,205
1997,Female,50-,Aboriginal,Greater Darwin,130
1997,Female,55-,Aboriginal,Greater Darwin,73
1997,Female,60-,Aboriginal,Greater Darwin,54
1997,Female,65-,Aboriginal,Greater Darwin,46
1997,Female,70-,Aboriginal,Greater Darwin,33
1997,Female,75-,Aboriginal,Greater Darwin,19
1997,Female,80-,Aboriginal,Greater Darwin,11
1997,Female,85+,Aboriginal,Greater Darwin,2
1997,Female,0-,Non-Aboriginal,Greater Darwin,3646
1997,Female,5-,Non-Aboriginal,Greater Darwin,3281
1997,Female,10-,Non-Aboriginal,Greater Darwin,3118
1997,Female,15-,Non-Aboriginal,Greater Darwin,2977
1997,Female,20-,Non-Aboriginal,Greater Darwin,3702
1997,Female,25-,Non-Aboriginal,Greater Darwin,4692
1997,Female,30-,Non-Aboriginal,Greater Darwin,4250
1997,Female,35-,Non-Aboriginal,Greater Darwin,4177
1997,Female,40-,Non-Aboriginal,Greater Darwin,3775
1997,Female,45-,Non-Aboriginal,Greater Darwin,3300
1997,Female,50-,Non-Aboriginal,Greater Darwin,2308
1997,Female,55-,Non-Aboriginal,Greater Darwin,1397
1997,Female,60-,Non-Aboriginal,Greater Darwin,803
1997,Female,65-,Non-Aboriginal,Greater Darwin,607
1997,Female,70-,Non-Aboriginal,Greater Darwin,437
1997,Female,75-,Non-Aboriginal,Greater Darwin,268
1997,Female,80-,Non-Aboriginal,Greater Darwin,152
1997,Female,85+,Non-Aboriginal,Greater Darwin,104
1998,Male,0-,Aboriginal,Greater Darwin,644
1998,Male,5-,Aboriginal,Greater Darwin,616
1998,Male,10-,Aboriginal,Greater Darwin,638
1998,Male,15-,Aboriginal,Greater Darwin,529
1998,Male,20-,Aboriginal,Greater Darwin,405
1998,Male,25-,Aboriginal,Greater Darwin,458
1998,Male,30-,Aboriginal,Greater Darwin,382
1998,Male,35-,Aboriginal,Greater Darwin,339
1998,Male,40-,Aboriginal,Greater Darwin,268
1998,Male,45-,Aboriginal,Greater Darwin,220
1998,Male,50-,Aboriginal,Greater Darwin,128
1998,Male,55-,Aboriginal,Greater Darwin,81
1998,Male,60-,Aboriginal,Greater Darwin,49
1998,Male,65-,Aboriginal,Greater Darwin,31
1998,Male,70-,Aboriginal,Greater Darwin,26
1998,Male,75-,Aboriginal,Greater Darwin,7
1998,Male,80-,Aboriginal,Greater Darwin,2
1998,Male,85+,Aboriginal,Greater Darwin,3
1998,Male,0-,Non-Aboriginal,Greater Darwin,3849
1998,Male,5-,Non-Aboriginal,Greater Darwin,3542
1998,Male,10-,Non-Aboriginal,Greater Darwin,3303
1998,Male,15-,Non-Aboriginal,Greater Darwin,3327
1998,Male,20-,Non-Aboriginal,Greater Darwin,4193
1998,Male,25-,Non-Aboriginal,Greater Darwin,5059
1998,Male,30-,Non-Aboriginal,Greater Darwin,4678
1998,Male,35-,Non-Aboriginal,Greater Darwin,4640
1998,Male,40-,Non-Aboriginal,Greater Darwin,4090
1998,Male,45-,Non-Aboriginal,Greater Darwin,3920
1998,Male,50-,Non-Aboriginal,Greater Darwin,3299
1998,Male,55-,Non-Aboriginal,Greater Darwin,2271
1998,Male,60-,Non-Aboriginal,Greater Darwin,1293
1998,Male,65-,Non-Aboriginal,Greater Darwin,900
1998,Male,70-,Non-Aboriginal,Greater Darwin,556
1998,Male,75-,Non-Aboriginal,Greater Darwin,275
1998,Male,80-,Non-Aboriginal,Greater Darwin,120
1998,Male,85+,Non-Aboriginal,Greater Darwin,81
1998,Female,0-,Aboriginal,Greater Darwin,560
1998,Female,5-,Aboriginal,Greater Darwin,510
1998,Female,10-,Aboriginal,Greater Darwin,558
1998,Female,15-,Aboriginal,Greater Darwin,461
1998,Female,20-,Aboriginal,Greater Darwin,388
1998,Female,25-,Aboriginal,Greater Darwin,378
1998,Female,30-,Aboriginal,Greater Darwin,372
1998,Female,35-,Aboriginal,Greater Darwin,333
1998,Female,40-,Aboriginal,Greater Darwin,261
1998,Female,45-,Aboriginal,Greater Darwin,216
1998,Female,50-,Aboriginal,Greater Darwin,146
1998,Female,55-,Aboriginal,Greater Darwin,82
1998,Female,60-,Aboriginal,Greater Darwin,60
1998,Female,65-,Aboriginal,Greater Darwin,48
1998,Female,70-,Aboriginal,Greater Darwin,35
1998,Female,75-,Aboriginal,Greater Darwin,21
1998,Female,80-,Aboriginal,Greater Darwin,12
1998,Female,85+,Aboriginal,Greater Darwin,2
1998,Female,0-,Non-Aboriginal,Greater Darwin,3611
1998,Female,5-,Non-Aboriginal,Greater Darwin,3320
1998,Female,10-,Non-Aboriginal,Greater Darwin,3160
1998,Female,15-,Non-Aboriginal,Greater Darwin,3030
1998,Female,20-,Non-Aboriginal,Greater Darwin,3572
1998,Female,25-,Non-Aboriginal,Greater Darwin,4711
1998,Female,30-,Non-Aboriginal,Greater Darwin,4234
1998,Female,35-,Non-Aboriginal,Greater Darwin,4243
1998,Female,40-,Non-Aboriginal,Greater Darwin,3858
1998,Female,45-,Non-Aboriginal,Greater Darwin,3384
1998,Female,50-,Non-Aboriginal,Greater Darwin,2498
1998,Female,55-,Non-Aboriginal,Greater Darwin,1513
1998,Female,60-,Non-Aboriginal,Greater Darwin,874
1998,Female,65-,Non-Aboriginal,Greater Darwin,615
1998,Female,70-,Non-Aboriginal,Greater Darwin,453
1998,Female,75-,Non-Aboriginal,Greater Darwin,282
1998,Female,80-,Non-Aboriginal,Greater Darwin,159
1998,Female,85+,Non-Aboriginal,Greater Darwin,107
1999,Male,0-,Aboriginal,Greater Darwin,661
1999,Male,5-,Aboriginal,Greater Darwin,653
1999,Male,10-,Aboriginal,Greater Darwin,671
1999,Male,15-,Aboriginal,Greater Darwin,556
1999,Male,20-,Aboriginal,Greater Darwin,415
1999,Male,25-,Aboriginal,Greater Darwin,468
1999,Male,30-,Aboriginal,Greater Darwin,404
1999,Male,35-,Aboriginal,Greater Darwin,361
1999,Male,40-,Aboriginal,Greater Darwin,286
1999,Male,45-,Aboriginal,Greater Darwin,239
1999,Male,50-,Aboriginal,Greater Darwin,147
1999,Male,55-,Aboriginal,Greater Darwin,92
1999,Male,60-,Aboriginal,Greater Darwin,53
1999,Male,65-,Aboriginal,Greater Darwin,32
1999,Male,70-,Aboriginal,Greater Darwin,29
1999,Male,75-,Aboriginal,Greater Darwin,8
1999,Male,80-,Aboriginal,Greater Darwin,2
1999,Male,85+,Aboriginal,Greater Darwin,3
1999,Male,0-,Non-Aboriginal,Greater Darwin,3806
1999,Male,5-,Non-Aboriginal,Greater Darwin,3581
1999,Male,10-,Non-Aboriginal,Greater Darwin,3356
1999,Male,15-,Non-Aboriginal,Greater Darwin,3362
1999,Male,20-,Non-Aboriginal,Greater Darwin,4129
1999,Male,25-,Non-Aboriginal,Greater Darwin,5088
1999,Male,30-,Non-Aboriginal,Greater Darwin,4691
1999,Male,35-,Non-Aboriginal,Greater Darwin,4706
1999,Male,40-,Non-Aboriginal,Greater Darwin,4173
1999,Male,45-,Non-Aboriginal,Greater Darwin,4009
1999,Male,50-,Non-Aboriginal,Greater Darwin,3466
1999,Male,55-,Non-Aboriginal,Greater Darwin,2432
1999,Male,60-,Non-Aboriginal,Greater Darwin,1416
1999,Male,65-,Non-Aboriginal,Greater Darwin,901
1999,Male,70-,Non-Aboriginal,Greater Darwin,606
1999,Male,75-,Non-Aboriginal,Greater Darwin,298
1999,Male,80-,Non-Aboriginal,Greater Darwin,136
1999,Male,85+,Non-Aboriginal,Greater Darwin,98
1999,Female,0-,Aboriginal,Greater Darwin,568
1999,Female,5-,Aboriginal,Greater Darwin,548
1999,Female,10-,Aboriginal,Greater Darwin,567
1999,Female,15-,Aboriginal,Greater Darwin,488
1999,Female,20-,Aboriginal,Greater Darwin,389
1999,Female,25-,Aboriginal,Greater Darwin,391
1999,Female,30-,Aboriginal,Greater Darwin,387
1999,Female,35-,Aboriginal,Greater Darwin,350
1999,Female,40-,Aboriginal,Greater Darwin,273
1999,Female,45-,Aboriginal,Greater Darwin,230
1999,Female,50-,Aboriginal,Greater Darwin,162
1999,Female,55-,Aboriginal,Greater Darwin,95
1999,Female,60-,Aboriginal,Greater Darwin,62
1999,Female,65-,Aboriginal,Greater Darwin,50
1999,Female,70-,Aboriginal,Greater Darwin,37
1999,Female,75-,Aboriginal,Greater Darwin,23
1999,Female,80-,Aboriginal,Greater Darwin,13
1999,Female,85+,Aboriginal,Greater Darwin,2
1999,Female,0-,Non-Aboriginal,Greater Darwin,3556
1999,Female,5-,Non-Aboriginal,Greater Darwin,3385
1999,Female,10-,Non-Aboriginal,Greater Darwin,3128
1999,Female,15-,Non-Aboriginal,Greater Darwin,3078
1999,Female,20-,Non-Aboriginal,Greater Darwin,3507
1999,Female,25-,Non-Aboriginal,Greater Darwin,4706
1999,Female,30-,Non-Aboriginal,Greater Darwin,4311
1999,Female,35-,Non-Aboriginal,Greater Darwin,4301
1999,Female,40-,Non-Aboriginal,Greater Darwin,3870
1999,Female,45-,Non-Aboriginal,Greater Darwin,3505
